USD/EUR,0.851462
EUR/USD,1.174451
USD/GBP,0.760786
GBP/USD,1.314429
USD/INR,64.296337
INR/USD,0.015553
USD/AUD,1.243189
AUD/USD,0.804383
USD/CAD,1.243694
CAD/USD,0.804056
USD/SGD,1.355933
SGD/USD,0.737500
USD/CHF,0.950622
CHF/USD,1.051943
USD/MYR,4.276319
MYR/USD,0.233846
USD/JPY,110.920216
JPY/USD,0.009015
USD/CNY,6.736847
CNY/USD,0.148437
USD/ARS,17.501372
ARS/USD,0.057138
USD/BHD,0.377178
BHD/USD,2.651271
USD/BWP,10.165450
BWP/USD,0.098372
USD/BRL,3.139311
BRL/USD,0.318541
USD/BND,1.355933
BND/USD,0.737500
USD/BGN,1.669304
BGN/USD,0.599052
USD/CLP,644.132821
CLP/USD,0.001552
USD/COP,3017.136544
COP/USD,0.000331
USD/HRK,6.313638
HRK/USD,0.158387
USD/CZK,22.175171
CZK/USD,0.045095
USD/DKK,6.331408
DKK/USD,0.157943
USD/HKD,7.807870
HKD/USD,0.128076
USD/HUF,259.572237
HUF/USD,0.003852
USD/ISK,103.697039
ISK/USD,0.009643
USD/IDR,13314.192550
IDR/USD,0.000075
USD/IRR,32633.247329
IRR/USD,0.000031
USD/ILS,3.558676
ILS/USD,0.281003
USD/KZT,326.782635
KZT/USD,0.003060
USD/KRW,1113.100357
KRW/USD,0.000898
USD/KWD,0.302620
KWD/USD,3.304471
USD/LYD,1.348782
LYD/USD,0.741409
USD/MUR,33.807805
MUR/USD,0.029579
USD/MXN,17.573475
MXN/USD,0.056904
USD/NPR,102.977231
NPR/USD,0.009711
USD/NZD,1.325759
NZD/USD,0.754285
USD/NOK,7.885535
NOK/USD,0.126814
USD/OMR,0.384876
OMR/USD,2.598238
USD/PKR,105.307770
PKR/USD,0.009496
USD/PHP,50.546863
PHP/USD,0.019784
USD/PLN,3.617691
PLN/USD,0.276419
USD/QAR,3.654438
QAR/USD,0.273640
USD/RON,3.889324
RON/USD,0.257114
USD/RUB,59.514057
RUB/USD,0.016803
USD/SAR,3.750173
SAR/USD,0.266654
USD/ZAR,12.883199
ZAR/USD,0.077620
USD/LKR,152.775096
LKR/USD,0.006546
USD/SEK,8.161257
SEK/USD,0.122530
USD/TWD,30.234955
TWD/USD,0.033074
USD/THB,33.317764
THB/USD,0.030014
USD/TTD,6.753414
TTD/USD,0.148073
USD/TRY,3.528223
TRY/USD,0.283429
USD/AED,3.673032
AED/USD,0.272255
USD/VEF,10.112754
VEF/USD,0.098885
GBP/EUR,1.119174
EUR/GBP,0.893516
GBP/INR,84.493358
INR/GBP,0.011835
GBP/AUD,1.634065
AUD/GBP,0.611971
GBP/CAD,1.634729
CAD/GBP,0.611722
GBP/SGD,1.782099
SGD/GBP,0.561136
GBP/CHF,1.249525
CHF/GBP,0.800304
GBP/MYR,5.621169
MYR/GBP,0.177899
GBP/JPY,145.796777
JPY/GBP,0.006859
GBP/CNY,8.855007
CNY/GBP,0.112930
GBP/ARS,23.006535
ARS/GBP,0.043466
GBP/BHD,0.495789
BHD/GBP,2.016988
GBP/BWP,13.377275
BWP/GBP,0.074754
GBP/BRL,4.126396
BRL/GBP,0.242342
GBP/BND,1.782099
BND/GBP,0.561136
GBP/BGN,2.195218
BGN/GBP,0.455536
GBP/CLP,846.662274
CLP/GBP,0.001181
GBP/COP,3965.991732
COP/GBP,0.000252
GBP/HRK,8.299002
HRK/GBP,0.120496
GBP/CZK,29.148428
CZK/GBP,0.034307
GBP/DKK,8.322606
DKK/GBP,0.120155
GBP/HKD,10.262885
HKD/GBP,0.097438
GBP/HUF,341.222369
HUF/GBP,0.002931
GBP/ISK,136.337284
ISK/GBP,0.007335
GBP/IDR,17500.463186
IDR/GBP,0.000057
GBP/IRR,42871.794255
IRR/GBP,0.000023
GBP/ILS,4.677568
ILS/GBP,0.213786
GBP/KZT,429.417149
KZT/GBP,0.002329
GBP/KRW,1463.190811
KRW/GBP,0.000683
GBP/KWD,0.397739
KWD/GBP,2.514211
GBP/LYD,1.775765
LYD/GBP,0.563138
GBP/MUR,44.417005
MUR/GBP,0.022514
GBP/MXN,23.099328
MXN/GBP,0.043291
GBP/NPR,135.355397
NPR/GBP,0.007388
GBP/NZD,1.742833
NZD/GBP,0.573779
GBP/NOK,10.365277
NOK/GBP,0.096476
GBP/OMR,0.505912
OMR/GBP,1.976630
GBP/PKR,138.430872
PKR/GBP,0.007224
GBP/PHP,66.448203
PHP/GBP,0.015049
GBP/PLN,4.755360
PLN/GBP,0.210289
GBP/QAR,4.803755
QAR/GBP,0.208170
GBP/RON,5.112635
RON/GBP,0.195594
GBP/RUB,78.229928
RUB/GBP,0.012783
GBP/SAR,4.929339
SAR/GBP,0.202867
GBP/ZAR,16.935186
ZAR/GBP,0.059049
GBP/LKR,200.912334
LKR/GBP,0.004977
GBP/SEK,10.727391
SEK/GBP,0.093219
GBP/TWD,39.747453
TWD/GBP,0.025159
GBP/THB,43.789398
THB/GBP,0.022837
GBP/TTD,8.877711
TTD/GBP,0.112642
GBP/TRY,4.637308
TRY/GBP,0.215642
GBP/AED,4.827979
AED/GBP,0.207126
GBP/VEF,13.280244
VEF/GBP,0.075300
EUR/INR,75.512880
INR/EUR,0.013243
EUR/AUD,1.460064
AUD/EUR,0.684901
EUR/CAD,1.460658
CAD/EUR,0.684623
EUR/SGD,1.592476
SGD/EUR,0.627953
EUR/CHF,1.116437
CHF/EUR,0.895706
EUR/MYR,5.022326
MYR/EUR,0.199111
EUR/JPY,130.267835
JPY/EUR,0.007676
EUR/CNY,7.912094
CNY/EUR,0.126389
EUR/ARS,20.554499
ARS/EUR,0.048651
EUR/BHD,0.442977
BHD/EUR,2.257456
EUR/BWP,11.938820
BWP/EUR,0.083760
EUR/BRL,3.686966
BRL/EUR,0.271226
EUR/BND,1.592476
BND/EUR,0.627953
EUR/BGN,1.960515
BGN/EUR,0.510070
EUR/CLP,756.502259
CLP/EUR,0.001322
EUR/COP,3543.478203
COP/EUR,0.000282
EUR/HRK,7.415057
HRK/EUR,0.134861
EUR/CZK,26.043645
CZK/EUR,0.038397
EUR/DKK,7.435926
DKK/EUR,0.134482
EUR/HKD,9.169958
HKD/EUR,0.109052
EUR/HUF,304.854802
HUF/EUR,0.003280
EUR/ISK,121.787063
ISK/EUR,0.008211
EUR/IDR,15636.863099
IDR/EUR,0.000064
EUR/IRR,38326.141000
IRR/EUR,0.000026
EUR/ILS,4.179490
ILS/EUR,0.239264
EUR/KZT,383.790103
KZT/EUR,0.002606
EUR/KRW,1307.281522
KRW/EUR,0.000765
EUR/KWD,0.355413
KWD/EUR,2.813631
EUR/LYD,1.584078
LYD/EUR,0.631282
EUR/MUR,39.705602
MUR/EUR,0.025185
EUR/MXN,20.639180
MXN/EUR,0.048452
EUR/NPR,120.941683
NPR/EUR,0.008268
EUR/NZD,1.557039
NZD/EUR,0.642245
EUR/NOK,9.261172
NOK/EUR,0.107978
EUR/OMR,0.452018
OMR/EUR,2.212301
EUR/PKR,123.678786
PKR/EUR,0.008085
EUR/PHP,59.364800
PHP/EUR,0.016845
EUR/PLN,4.248800
PLN/EUR,0.235361
EUR/QAR,4.291957
QAR/EUR,0.232994
EUR/RON,4.567820
RON/EUR,0.218923
EUR/RUB,69.896327
RUB/EUR,0.014307
EUR/SAR,4.404394
SAR/EUR,0.227046
EUR/ZAR,15.130683
ZAR/EUR,0.066091
EUR/LKR,179.426823
LKR/EUR,0.005573
EUR/SEK,9.584994
SEK/EUR,0.104330
EUR/TWD,35.509465
TWD/EUR,0.028162
EUR/THB,39.130072
THB/EUR,0.025556
EUR/TTD,7.931552
TTD/EUR,0.126079
EUR/TRY,4.143724
TRY/EUR,0.241329
EUR/AED,4.313795
AED/EUR,0.231814
EUR/VEF,11.876931
VEF/EUR,0.084197
CAD/INR,51.697861
INR/CAD,0.019343
CAD/AUD,0.999594
AUD/CAD,1.000407
CAD/SGD,1.090246
SGD/CAD,0.917224
CAD/CHF,0.764345
CHF/CAD,1.308311
CAD/MYR,3.438400
MYR/CAD,0.290833
CAD/JPY,89.185037
JPY/CAD,0.011213
CAD/CNY,5.416803
CNY/CAD,0.184611
CAD/ARS,14.072084
ARS/CAD,0.071063
CAD/BHD,0.303272
BHD/CAD,3.297371
CAD/BWP,8.173592
BWP/CAD,0.122345
CAD/BRL,2.524182
BRL/CAD,0.396168
CAD/BND,1.090246
BND/CAD,0.917224
CAD/BGN,1.342214
BGN/CAD,0.745038
CAD/CLP,517.918918
CLP/CAD,0.001931
CAD/COP,2425.947015
COP/CAD,0.000412
CAD/HRK,5.076519
HRK/CAD,0.196985
CAD/CZK,17.830081
CZK/CAD,0.056085
CAD/DKK,5.090807
DKK/CAD,0.196433
CAD/HKD,6.277965
HKD/CAD,0.159287
CAD/HUF,208.710638
HUF/CAD,0.004791
CAD/ISK,83.378236
ISK/CAD,0.011994
CAD/IDR,10705.357611
IDR/CAD,0.000093
CAD/IRR,26238.961271
IRR/CAD,0.000038
CAD/ILS,2.861375
ILS/CAD,0.349482
CAD/KZT,262.751568
KZT/CAD,0.003806
CAD/KRW,894.995122
KRW/CAD,0.001117
CAD/KWD,0.243324
KWD/CAD,4.109752
CAD/LYD,1.084497
LYD/CAD,0.922087
CAD/MUR,27.183372
MUR/CAD,0.036787
CAD/MXN,14.130059
MXN/CAD,0.070771
CAD/NPR,82.799469
NPR/CAD,0.012077
CAD/NZD,1.065985
NZD/CAD,0.938100
CAD/NOK,6.340412
NOK/CAD,0.157718
CAD/OMR,0.309462
OMR/CAD,3.231414
CAD/PKR,84.673354
PKR/CAD,0.011810
CAD/PHP,40.642513
PHP/CAD,0.024605
CAD/PLN,2.908826
PLN/CAD,0.343781
CAD/QAR,2.938373
QAR/CAD,0.340324
CAD/RON,3.127235
RON/CAD,0.319771
CAD/RUB,47.852640
RUB/CAD,0.020897
CAD/SAR,3.015350
SAR/CAD,0.331636
CAD/ZAR,10.358815
ZAR/CAD,0.096536
CAD/LKR,122.839747
LKR/CAD,0.008141
CAD/SEK,6.562108
SEK/CAD,0.152390
CAD/TWD,24.310600
TWD/CAD,0.041134
CAD/THB,26.789351
THB/CAD,0.037328
CAD/TTD,5.430123
TTD/CAD,0.184158
CAD/TRY,2.836889
TRY/CAD,0.352499
CAD/AED,2.953324
AED/CAD,0.338602
CAD/VEF,8.131221
VEF/CAD,0.122983
AUD/INR,51.718884
INR/AUD,0.019335
AUD/SGD,1.090689
SGD/AUD,0.916851
AUD/CHF,0.764654
CHF/AUD,1.307782
AUD/MYR,3.439798
MYR/AUD,0.290715
AUD/JPY,89.221094
JPY/AUD,0.011208
AUD/CNY,5.419005
CNY/AUD,0.184536
AUD/ARS,14.077807
ARS/AUD,0.071034
AUD/BHD,0.303395
BHD/AUD,3.296030
AUD/BWP,8.176916
BWP/AUD,0.122296
AUD/BRL,2.525208
BRL/AUD,0.396007
AUD/BND,1.090689
BND/AUD,0.916851
AUD/BGN,1.342759
BGN/AUD,0.744735
AUD/CLP,518.129528
CLP/AUD,0.001930
AUD/COP,2426.933517
COP/AUD,0.000412
AUD/HRK,5.078583
HRK/AUD,0.196905
AUD/CZK,17.837332
CZK/AUD,0.056062
AUD/DKK,5.092877
DKK/AUD,0.196353
AUD/HKD,6.280518
HKD/AUD,0.159223
AUD/HUF,208.795509
HUF/AUD,0.004789
AUD/ISK,83.412142
ISK/AUD,0.011989
AUD/IDR,10709.710906
IDR/AUD,0.000093
AUD/IRR,26249.631249
IRR/AUD,0.000038
AUD/ILS,2.862539
ILS/AUD,0.349340
AUD/KZT,262.858415
KZT/AUD,0.003804
AUD/KRW,895.359068
KRW/AUD,0.001117
AUD/KWD,0.243423
KWD/AUD,4.108081
AUD/LYD,1.084938
LYD/AUD,0.921712
AUD/MUR,27.194426
MUR/AUD,0.036772
AUD/MXN,14.135805
MXN/AUD,0.070742
AUD/NPR,82.833140
NPR/AUD,0.012072
AUD/NZD,1.066418
NZD/AUD,0.937718
AUD/NOK,6.342990
NOK/AUD,0.157654
AUD/OMR,0.309588
OMR/AUD,3.230101
AUD/PKR,84.707786
PKR/AUD,0.011805
AUD/PHP,40.659040
PHP/AUD,0.024595
AUD/PLN,2.910009
PLN/AUD,0.343642
AUD/QAR,2.939568
QAR/AUD,0.340186
AUD/RON,3.128507
RON/AUD,0.319641
AUD/RUB,47.872099
RUB/AUD,0.020889
AUD/SAR,3.016576
SAR/AUD,0.331502
AUD/ZAR,10.363027
ZAR/AUD,0.096497
AUD/LKR,122.889699
LKR/AUD,0.008137
AUD/SEK,6.564777
SEK/AUD,0.152328
AUD/TWD,24.320485
TWD/AUD,0.041118
AUD/THB,26.800245
THB/AUD,0.037313
AUD/TTD,5.432332
TTD/AUD,0.184083
AUD/TRY,2.838042
TRY/AUD,0.352356
AUD/AED,2.954525
AED/AUD,0.338464
AUD/VEF,8.134528
VEF/AUD,0.122933
JPY/INR,0.579528
INR/JPY,1.725541
JPY/SGD,0.012223
SGD/JPY,81.811819
JPY/CHF,0.008570
CHF/JPY,116.681722
