USD/EUR,0.851833
EUR/USD,1.173939
USD/GBP,0.761385
GBP/USD,1.313396
USD/INR,64.306273
INR/USD,0.015551
USD/AUD,1.244293
AUD/USD,0.803669
USD/CAD,1.243766
CAD/USD,0.804010
USD/SGD,1.356166
SGD/USD,0.737373
USD/CHF,0.951074
CHF/USD,1.051443
USD/MYR,4.276953
MYR/USD,0.233811
USD/JPY,110.952184
JPY/USD,0.009013
USD/CNY,6.740740
CNY/USD,0.148352
USD/ARS,17.501034
ARS/USD,0.057139
USD/BHD,0.377179
BHD/USD,2.651264
USD/BWP,10.149521
BWP/USD,0.098527
USD/BRL,3.139292
BRL/USD,0.318543
USD/BND,1.356166
BND/USD,0.737373
USD/BGN,1.668101
BGN/USD,0.599484
USD/CLP,644.138220
CLP/USD,0.001552
USD/COP,3020.794737
COP/USD,0.000331
USD/HRK,6.315971
HRK/USD,0.158329
USD/CZK,22.183289
CZK/USD,0.045079
USD/DKK,6.334058
DKK/USD,0.157877
USD/HKD,7.808030
HKD/USD,0.128073
USD/HUF,259.687626
HUF/USD,0.003851
USD/ISK,103.689713
ISK/USD,0.009644
USD/IDR,13312.525020
IDR/USD,0.000075
USD/IRR,32699.902564
IRR/USD,0.000031
USD/ILS,3.558860
ILS/USD,0.280989
USD/KZT,326.899651
KZT/USD,0.003059
USD/KRW,1113.423987
KRW/USD,0.000898
USD/KWD,0.302606
KWD/USD,3.304626
USD/LYD,1.349231
LYD/USD,0.741163
USD/MUR,33.805194
MUR/USD,0.029581
USD/MXN,17.578365
MXN/USD,0.056888
USD/NPR,102.978279
NPR/USD,0.009711
USD/NZD,1.326968
NZD/USD,0.753598
USD/NOK,7.888826
NOK/USD,0.126762
USD/OMR,0.384895
OMR/USD,2.598108
USD/PKR,105.309238
PKR/USD,0.009496
USD/PHP,50.557209
PHP/USD,0.019780
USD/PLN,3.619151
PLN/USD,0.276308
USD/QAR,3.655079
QAR/USD,0.273592
USD/RON,3.891250
RON/USD,0.256987
USD/RUB,59.497538
RUB/USD,0.016807
USD/SAR,3.750060
SAR/USD,0.266662
USD/ZAR,12.889649
ZAR/USD,0.077582
USD/LKR,152.684453
LKR/USD,0.006549
USD/SEK,8.164492
SEK/USD,0.122482
USD/TWD,30.249653
TWD/USD,0.033058
USD/THB,33.316419
THB/USD,0.030015
USD/TTD,6.752784
TTD/USD,0.148087
USD/TRY,3.528467
TRY/USD,0.283409
USD/AED,3.673015
AED/USD,0.272256
USD/VEF,10.124052
VEF/USD,0.098775
GBP/EUR,1.118591
EUR/GBP,0.893982
GBP/INR,84.459632
INR/GBP,0.011840
GBP/AUD,1.634250
AUD/GBP,0.611901
GBP/CAD,1.633558
CAD/GBP,0.612161
GBP/SGD,1.781183
SGD/GBP,0.561425
GBP/CHF,1.248910
CHF/GBP,0.800698
GBP/MYR,5.617335
MYR/GBP,0.178020
GBP/JPY,145.724208
JPY/GBP,0.006862
GBP/CNY,8.851655
CNY/GBP,0.112973
GBP/ARS,22.985796
ARS/GBP,0.043505
GBP/BHD,0.495385
BHD/GBP,2.018632
GBP/BWP,13.330345
BWP/GBP,0.075017
GBP/BRL,4.123135
BRL/GBP,0.242534
GBP/BND,1.781183
BND/GBP,0.561425
GBP/BGN,2.190877
BGN/GBP,0.456438
GBP/CLP,846.008871
CLP/GBP,0.001182
GBP/COP,3967.501175
COP/GBP,0.000252
GBP/HRK,8.295375
HRK/GBP,0.120549
GBP/CZK,29.135453
CZK/GBP,0.034322
GBP/DKK,8.319130
DKK/GBP,0.120205
GBP/HKD,10.255040
HKD/GBP,0.097513
GBP/HUF,341.072814
HUF/GBP,0.002932
GBP/ISK,136.185704
ISK/GBP,0.007343
GBP/IDR,17484.623503
IDR/GBP,0.000057
GBP/IRR,42947.936929
IRR/GBP,0.000023
GBP/ILS,4.674194
ILS/GBP,0.213941
GBP/KZT,429.348850
KZT/GBP,0.002329
GBP/KRW,1462.367145
KRW/GBP,0.000684
GBP/KWD,0.397442
KWD/GBP,2.516091
GBP/LYD,1.772075
LYD/GBP,0.564310
GBP/MUR,44.399623
MUR/GBP,0.022523
GBP/MXN,23.087363
MXN/GBP,0.043314
GBP/NPR,135.251310
NPR/GBP,0.007394
GBP/NZD,1.742835
NZD/GBP,0.573778
GBP/NOK,10.361157
NOK/GBP,0.096514
GBP/OMR,0.505520
OMR/GBP,1.978160
GBP/PKR,138.312782
PKR/GBP,0.007230
GBP/PHP,66.401660
PHP/GBP,0.015060
GBP/PLN,4.753380
PLN/GBP,0.210377
GBP/QAR,4.800567
QAR/GBP,0.208309
GBP/RON,5.110754
RON/GBP,0.195666
GBP/RUB,78.143857
RUB/GBP,0.012797
GBP/SAR,4.925316
SAR/GBP,0.203033
GBP/ZAR,16.929220
ZAR/GBP,0.059069
GBP/LKR,200.535223
LKR/GBP,0.004987
GBP/SEK,10.723215
SEK/GBP,0.093256
GBP/TWD,39.729788
TWD/GBP,0.025170
GBP/THB,43.757667
THB/GBP,0.022853
GBP/TTD,8.869083
TTD/GBP,0.112751
GBP/TRY,4.634276
TRY/GBP,0.215783
GBP/AED,4.824125
AED/GBP,0.207291
GBP/VEF,13.296894
VEF/GBP,0.075206
EUR/INR,75.480670
INR/EUR,0.013248
EUR/AUD,1.460771
AUD/EUR,0.684570
EUR/CAD,1.460153
CAD/EUR,0.684860
EUR/SGD,1.592065
SGD/EUR,0.628115
EUR/CHF,1.116503
CHF/EUR,0.895654
EUR/MYR,5.020988
MYR/EUR,0.199164
EUR/JPY,130.255306
