USD/EUR,0.855712
EUR/USD,1.168617
USD/GBP,0.764730
GBP/USD,1.307651
USD/INR,64.225435
INR/USD,0.015570
USD/AUD,1.255764
AUD/USD,0.796328
USD/CAD,1.256296
CAD/USD,0.795991
USD/SGD,1.361254
SGD/USD,0.734617
USD/CHF,0.969477
CHF/USD,1.031484
USD/MYR,4.280491
MYR/USD,0.233618
USD/JPY,111.073220
JPY/USD,0.009003
USD/CNY,6.748760
CNY/USD,0.148175
USD/ARS,17.645503
ARS/USD,0.056672
USD/BHD,0.377069
BHD/USD,2.652035
USD/BWP,10.193635
BWP/USD,0.098100
USD/BRL,3.154698
BRL/USD,0.316988
USD/BND,1.361254
BND/USD,0.734617
USD/BGN,1.673422
BGN/USD,0.597578
USD/CLP,649.480138
CLP/USD,0.001540
USD/COP,3011.858425
COP/USD,0.000332
USD/HRK,6.344787
HRK/USD,0.157610
USD/CZK,22.297875
CZK/USD,0.044847
USD/DKK,6.363197
DKK/USD,0.157154
USD/HKD,7.809936
HKD/USD,0.128042
USD/HUF,261.452419
HUF/USD,0.003825
USD/ISK,104.144969
ISK/USD,0.009602
USD/IDR,13328.940169
IDR/USD,0.000075
USD/IRR,32714.382365
IRR/USD,0.000031
USD/ILS,3.555196
ILS/USD,0.281278
USD/KZT,326.299414
KZT/USD,0.003065
USD/KRW,1120.905234
KRW/USD,0.000892
USD/KWD,0.301988
KWD/USD,3.311395
USD/LYD,1.355838
LYD/USD,0.737551
USD/MUR,33.452055
MUR/USD,0.029894
USD/MXN,17.741475
MXN/USD,0.056365
USD/NPR,102.683381
NPR/USD,0.009739
USD/NZD,1.337850
NZD/USD,0.747468
USD/NOK,7.953232
NOK/USD,0.125735
USD/OMR,0.384778
OMR/USD,2.598898
USD/PKR,105.372729
PKR/USD,0.009490
USD/PHP,50.637604
PHP/USD,0.019748
USD/PLN,3.635011
PLN/USD,0.275102
USD/QAR,3.641781
QAR/USD,0.274591
USD/RON,3.905209
RON/USD,0.256068
USD/RUB,59.442878
RUB/USD,0.016823
USD/SAR,3.750182
SAR/USD,0.266654
USD/ZAR,13.012358
ZAR/USD,0.076850
USD/LKR,153.758332
LKR/USD,0.006504
USD/SEK,8.210154
SEK/USD,0.121800
USD/TWD,30.258032
TWD/USD,0.033049
USD/THB,33.380920
THB/USD,0.029957
USD/TTD,6.746539
TTD/USD,0.148224
USD/TRY,3.536470
TRY/USD,0.282768
USD/AED,3.673362
AED/USD,0.272230
USD/VEF,10.066900
VEF/USD,0.099335
GBP/EUR,1.118893
EUR/GBP,0.893741
GBP/INR,83.983916
INR/GBP,0.011907
GBP/AUD,1.642101
AUD/GBP,0.608976
GBP/CAD,1.642679
CAD/GBP,0.608762
GBP/SGD,1.780087
SGD/GBP,0.561770
GBP/CHF,1.267646
CHF/GBP,0.788864
GBP/MYR,5.597129
MYR/GBP,0.178663
GBP/JPY,145.245006
JPY/GBP,0.006885
GBP/CNY,8.824388
CNY/GBP,0.113322
GBP/ARS,23.071151
ARS/GBP,0.043344
GBP/BHD,0.493095
BHD/GBP,2.028005
GBP/BWP,13.318214
BWP/GBP,0.075085
GBP/BRL,4.124787
BRL/GBP,0.242437
GBP/BND,1.780087
BND/GBP,0.561770
GBP/BGN,2.188403
BGN/GBP,0.456954
GBP/CLP,849.299191
CLP/GBP,0.001177
GBP/COP,3938.580479
COP/GBP,0.000254
GBP/HRK,8.296560
HRK/GBP,0.120532
GBP/CZK,29.158444
CZK/GBP,0.034295
GBP/DKK,8.321017
DKK/GBP,0.120178
GBP/HKD,10.212671
HKD/GBP,0.097918
GBP/HUF,341.924846
HUF/GBP,0.002925
GBP/ISK,136.188857
ISK/GBP,0.007343
GBP/IDR,17429.601853
IDR/GBP,0.000057
GBP/IRR,42778.321575
IRR/GBP,0.000023
GBP/ILS,4.649012
